sentence,label,predicted_label,pos,neg
이번 방은 휴대전화 신호가 잘 잡히지 않았습니다.,0,0,0.2637750500865963,0.7362249499134037
베개에서 이상한 냄새가 났습니다.,0,0,0.026127605321911343,0.9738723946780886
체크아웃할 때 말했지만 확인해보겠다는 사무적인 답변을 들었습니다.,0,0,0.14420007343846195,0.855799926561538
"체크인 후 엘리베이터를 타고 올라갔는데 해당 층 복도 불이 하나도 켜져 있지 않아 당황스러웠고, 카운터에 말해서 해결했습니다.",0,0,0.0430380415230567,0.9569619584769433
이틀 연박했습니다.,1,1,0.5938786677195655,0.40612133228043445
입욕제도 특이하고 향이 나는 공기청정기가 방 안에 있어 상쾌한 기분을 느꼈습니다.,1,0,0.44446661055542763,0.5555333894445724
구조도 특이하고 괜찮았던 곳입니다.,1,1,0.6396183500187888,0.36038164998121125
추천합니다.,1,1,0.8388333948211194,0.1611666051788806
주변에 편의점이 없어 아쉽습니다.,0,0,0.11672217954555641,0.8832778204544436
시트가 호텔급으로 풀을 바른 것 같습니다.,1,0,0.14705886928767492,0.8529411307123251
매일 갈아주시고 매우 편하게 지냈습니다.,1,1,0.9145450839115772,0.08545491608842282
청소나 시설 관리를 좀 더 잘해야 할 것 같습니다.,0,0,0.1203654134877833,0.8796345865122167
부모님과 함께 묵었는데 편하고 좋았습니다.,1,1,0.9091405177196807,0.09085948228031926
한옥마을을 모두 내려다볼 수 있는 환상적인 뷰였습니다.,1,1,0.7394462721327738,0.2605537278672262
시내와 가까워서 좋습니다.,1,1,0.8126363069971945,0.18736369300280553
"야자호텔을 세 번 정도 방문했는데, 이번 202호는 불편한 점이 많았습니다.",0,0,0.2228012557980969,0.777198744201903
"화장실 변기가 자동 센서로 작동하는데, 가끔 아무도 없는데도 센서가 작동하여 변기 물이 내려갔습니다.",0,0,0.037829323149387986,0.962170676850612
센서가 고장 난 것 같습니다.,0,0,0.07944420975004388,0.9205557902499562
샤워실 욕실 등도 불을 켜 놓으면 1시간 정도 지나면 저절로 꺼졌습니다.,0,0,0.13664525668621288,0.8633547433137871
다른 층 방을 사용했을 때는 이러지 않았는데 이번에는 그랬습니다.,0,0,0.17112380863041846,0.8288761913695816
창문 밑 벽지에 양쪽에 곰팡이가 있었습니다.,0,0,0.04662048707673896,0.9533795129232611
"초반에 방을 바꿀까 했지만, 며칠 머물지 않을 것이고 큰 문제가 아니면 굳이 문제 삼지 않는 편이라 넘어갔습니다.",0,0,0.2868689087605642,0.7131310912394357
하지만 다른 손님들은 이런 피해를 입지 않도록 조치해 주시면 감사하겠습니다.,0,0,0.14494730305044595,0.855052696949554
202호 또는 2층 객실들을 모두 확인하여 변기 센서와 욕실 등을 고쳐주셨으면 좋겠습니다.,0,0,0.158689435321622,0.8413105646783781
이틀 이상 숙박하시는 분들은 방이 너무 더러워지면 카운터에 청소를 부탁하면 친절히 응대해 주십니다.,0,0,0.372707564194964,0.627292435805036
덕분에 깨끗하고 쾌적하게 방을 계속 사용할 수 있었습니다.,0,1,0.8105548866840052,0.18944511331599478
어쨌든 잘 쉬다 갑니다.,0,0,0.4035402622598468,0.5964597377401533
좋습니다.,1,1,0.9994828286592341,0.0005171713407658984
"세면대 물 빠짐이 좋지 않아 불편했고, 윗층 소음 때문에 잠을 잘 못 잤습니다.",0,0,0.04277485416270588,0.9572251458372941
분위기와 침대는 편안했습니다.,0,1,0.9458426196198619,0.054157380380138065
방은 깨끗하나 다소 작게 느껴집니다.,1,0,0.37036743465570665,0.6296325653442933
가격 대비 만족합니다.,1,1,0.9130722950649715,0.08692770493502855
사정상 숙박을 못 해서 어떤지 잘 모르겠습니다.,0,0,0.381928379926939,0.6180716200730609
환불 정책이 너무 아쉽습니다.,0,0,0.03878448762075725,0.9612155123792427
"전액 환불은 아니더라도 몇 퍼센트는 가능하게 해주시지, 돈만 날아가서 슬픕니다.",0,0,0.3800750979336524,0.6199249020663475
깔끔하게 쉬기 좋습니다.,1,1,0.9950404297094814,0.004959570290518633
방음이 조금 아쉽지만 전반적으로 좋습니다.,1,0,0.1632454795902319,0.8367545204097682
좋았습니다.,1,1,0.9994828286592341,0.0005171713407658984
전주 내 최고인 것 같습니다.,1,1,0.9929304532062139,0.00706954679378613
깨끗하고 시원하며 편안합니다.,1,1,0.9437190025219596,0.056280997478040384
편하게 놀다 갑니다.,1,1,0.9854704602827589,0.014529539717241136
감사합니다.,1,0,0.36413477440585496,0.635865225594145
후기가 좋아서 예약한 숙소의 주인 여사장님이 매우 친절하셨습니다.,1,1,0.8492503699125309,0.1507496300874691
비 오는 날 방문했는데 우산이 없어 옷이 다 젖은 것을 보시고 세탁 서비스까지 해주셨습니다.,1,0,0.4114506313480978,0.5885493686519022
방은 정말 깨끗하고 대형 TV가 인상 깊었습니다.,1,1,0.7796335117032569,0.2203664882967431
"침대, 이불, 베개 모두 뽀송하고 푹신했습니다.",1,0,0.2657810464238004,0.7342189535761996
오랫만에 고향집 내 방에 들어갔는데 엄마가 나 온다는 것을 알고 방을 깨끗이 청소하고 새 이불을 꺼내놓은 느낌이었습니다.,1,0,0.0607530080714966,0.9392469919285034
여성분들 기준에도 충분히 깨끗하고도 남을 것입니다.,1,1,0.685842481488763,0.31415751851123697
시설이 좋고 깨끗하며 친절합니다.,1,1,0.9932163253359352,0.0067836746640648204
깔끔하고 친절하여 기분 좋게 쉬고 나왔습니다.,1,1,0.9696171661164933,0.03038283388350671
하룻밤 잘 이용했습니다.,1,1,0.5605765438932209,0.43942345610677913
방 청소가 제대로 되어 있지 않았습니다.,0,0,0.00263637821241913,0.9973636217875809
"사용한 휴지가 곳곳에 있었고, 종이컵이 배치되지 않았으며, 화장실에 휴지가 없고 욕조에 담배 재떨이가 있었습니다.",0,0,0.06004585769808852,0.9399541423019114
청결에 더 신경 써주시길 바랍니다.,0,0,0.05093633746411691,0.949063662535883
늘 만족하여 자주 방문합니다.,1,1,0.940782366273417,0.05921763372658295
1층 객실인데 지하에 있었습니다.,0,0,0.22482902015628897,0.775170979843711
"객실에 들어갔을 때 냄새가 났고, 어메니티 중 비닐이 벗겨진 물품이 있었습니다.",0,0,0.07555379397058974,0.9244462060294103
"모던한 인테리어와 큰 욕조, 스파 용품까지 제공되었으나, 욕조의 스파 기능이 작동하지 않아 아쉬웠습니다.",0,0,0.14733380191686546,0.8526661980831345
"친절하고 청결하며, 냉방도 잘 되고 편안합니다.",1,1,0.9373613596422486,0.06263864035775135
부족한 것이 있으면 추가 제공해주셔서 최고입니다.,1,1,0.5321276163352191,0.4678723836647809
"위치도 좋고 구조도 특이해서 좋았지만, 침대에 기대자 먼지가 너무 잘 보여 청소가 필요해 보입니다.",0,0,0.2643817419708701,0.73561825802913
씻었는데 머리에 먼지가 묻었습니다.,0,0,0.06992213271115981,0.9300778672888402
잘 묵고 갑니다.,0,1,0.8584855248385018,0.14151447516149818
교통이 편리한 위치에 있어 숙박 목적으로 아주 좋았습니다.,1,1,0.9107740455157717,0.08922595448422832
"컴퓨터 2대 중 1대는 키보드와 마우스가 작동하지 않았고, 모니터는 지지직거렸습니다.",0,0,0.12289096867784378,0.8771090313221562
"스파는 작동하지 않았고, 입욕제와 샤워 타월이 없었습니다.",0,0,0.06282793957394851,0.9371720604260515
"샤워기가 깨져 물이 새고, 휴지가 없다고 하니 서랍에 있다고 짜증을 냈습니다.",0,0,0.040199307593631474,0.9598006924063686
"침대는 딱딱하고 방은 추웠으며, 환기가 잘 안 되어 습했습니다.",0,0,0.013986397830853233,0.9860136021691468
신시가지 숙소는 비싼데도 불구하고 제공되는 것이 없어 실망했습니다.,0,0,0.27360373290810497,0.7263962670918951
다시는 방문하지 않을 예정입니다.,0,1,0.8295789927916886,0.17042100720831144
브라운도트가 항상 너무 좋습니다.,1,1,0.825918722544631,0.17408127745536905
"쿠폰 3개를 찍으면 무료 대실인 점도 매우 좋고, 깔끔하고 쾌적하여 정말 좋습니다.",1,1,0.9683567525431345,0.03164324745686553
"다만 고데기가 방에 비치되어 있지 않고 따로 대여해야 하는데, 이미 다 대여되어 없을 때가 많아서 아쉽습니다.",1,0,0.18283387431588655,0.8171661256841134
고데기가 좀 더 많이 있었으면 좋겠습니다.,1,1,0.7611154403417544,0.23888455965824562
숙소 자체는 정말 만족스럽습니다.,1,1,0.8915265629111591,0.10847343708884094
여러 번 방문했지만 불편하거나 더럽다고 느낀 적은 한 번도 없었습니다.,1,0,0.11083186360174463,0.8891681363982553
좋았습니다.,1,1,0.9994828286592341,0.0005171713407658984
다음에 또 가고 싶습니다.,1,1,0.9607009714540562,0.039299028545943804
따뜻한 물이 나오지 않아 차가운 물로 대충 씻고 나왔습니다.,0,0,0.26376684784985405,0.736233152150146
"고치고 있으니 따뜻한 물이 나오면 알려주겠다고 하셨지만, 일정이 있어 기다릴 수 없었습니다.",0,1,0.5571900762802454,0.4428099237197546
모든 것이 좋았는데 따뜻한 물 문제로 아쉬운 인트로의 하룻밤이었습니다.,0,0,0.34986348882510754,0.6501365111748925
"추운 날씨에도 모기가 많았고, 거미줄도 있었습니다.",0,0,0.05592679224105747,0.9440732077589425
"입실 시 난방이 꺼져 있어 2시간 동안 추웠고, 이불도 얇았습니다.",0,0,0.059163142971640145,0.9408368570283598
"청소가 제대로 안 되어 있었고, 모텔에서 잘 걸 후회했습니다.",0,0,0.10265135360815623,0.8973486463918438
근처에 아무것도 없습니다.,0,1,0.6699484454266664,0.33005155457333357
항상 편안하고 좋은 품질의 가구가 있어서 잘 쉬다 갑니다.,1,1,0.9646996522332961,0.03530034776670388
깨끗하고 친절하며 좋았습니다.,1,1,0.9928997394863781,0.007100260513621892
특히 침대가 푹신해서 매우 좋았습니다.,1,1,0.951159987221518,0.048840012778482045
새로 리모델링되어 깨끗하고 좋습니다.,1,1,0.8573183547448601,0.14268164525513993
시설도 좋고 응대해 주시는 분이 친절합니다.,1,1,0.8655835159633388,0.13441648403666118
매우 좋습니다.,1,1,0.9981791151430629,0.0018208848569370994
숙소 조식은 괜찮았지만 에어컨이 꺼져 있어 다소 아쉬웠습니다.,0,0,0.2491199036879652,0.7508800963120348
층간 소음이 심하여 아쉬웠습니다.,0,0,0.005307327041819608,0.9946926729581804
"일부러 테라스 있는 방을 선택했는데, 테라스 유리가 더러워 밖이 보이지 않았습니다.",0,0,0.17553947630809325,0.8244605236919067
새벽에 들어와 스낵바가 무료라고 하여 라면을 챙겨 올라갔습니다.,0,0,0.21309149397020272,0.7869085060297973
"테라스에서 먹으려 했으나, 카운터 직원이 아침에 먹으라고 제지했습니다.",0,0,0.14777619414740334,0.8522238058525966
"라면 때문에 다투기도 귀찮았고, 직원의 태도도 불쾌했습니다.",0,0,0.03440816609258228,0.9655918339074178
스낵바를 이용하지 못하게 할 것이면 가격을 낮추거나 스낵바를 없애는 것이 좋겠습니다.,0,1,0.5586357239335646,0.44136427606643536
자주 오는데 항상 만족합니다.,1,1,0.9657098307661962,0.03429016923380379
좋았습니다.,1,1,0.9994828286592341,0.0005171713407658984
흡연자분들께는 비추천합니다.,1,0,0.1626444162270775,0.8373555837729225
건물 외부로 나가서 흡연해야 합니다.,1,0,0.25856764298115226,0.7414323570188477
그 외에는 좋습니다.,1,1,0.9994828286592341,0.0005171713407658984
깨끗하고 좋았습니다.,1,1,0.9935937303455629,0.006406269654437136
깔끔하고 괜찮았는데 침구에서 냄새가 났습니다.,0,1,0.5063982678578658,0.4936017321421342
시설도 매우 깨끗하고 담배 냄새도 전혀 나지 않았습니다.,1,1,0.5228999932289886,0.4771000067710114
TV가 매우 큰 것도 좋았습니다.,1,1,0.9981791151430629,0.0018208848569370994
"수건의 실밥이 모두 뜯어져 있었고, 방음이 너무 안 되어 옆방에서 밤 12시가 넘도록 노래를 부르고 시끄러웠습니다.",0,0,0.03818426982211644,0.9618157301778836
숙소 내 비품에도 누런 얼룩이 묻어 있었습니다.,0,0,0.2174395032580941,0.7825604967419059
조금만 더 관리되면 더욱 좋을 것 같습니다.,0,1,0.7263967755197556,0.27360322448024443
좋은 시간으로 힐링하며 잘 쉬었습니다.,1,1,0.8471619857785865,0.15283801422141352
좋습니다.,1,1,0.9994828286592341,0.0005171713407658984
북대와 가깝습니다.,1,1,0.8772243532839384,0.12277564671606156
시트 상태가 왜 이런가요?,0,0,0.07569442316258676,0.9243055768374132
침대가 매우 푹신합니다.,1,1,0.7995753483166246,0.20042465168337542
아직 새 건물 냄새가 납니다.,0,0,0.11556246066134224,0.8844375393386578
침대가 다소 딱딱합니다.,0,0,0.14624606581296787,0.8537539341870322
좋습니다.,1,1,0.9994828286592341,0.0005171713407658984
깔끔하고 좋아서 다음에 또 방문하겠습니다.,1,1,0.9979326778282469,0.0020673221717530943
소음이 매우 심하여 여자친구가 밤새 잠을 못 잤습니다.,0,0,0.06544723912601669,0.9345527608739833
청결 상태는 좋았습니다.,0,0,0.1460145163733633,0.8539854836266367
모든 것이 좋지만 컴퓨터가 없고 춥습니다.,0,0,0.2135014700522653,0.7864985299477347
객실이 깨끗하고 침구류가 좋습니다.,1,1,0.9009025955297206,0.09909740447027937
분명 스타일러가 있는 방을 예약했는데 없는 방을 주셨습니다.,0,0,0.3136838421280356,0.6863161578719644
혹시 몰라 지난 예약 내역도 확인해봤는데 저번에도 없는 방을 주셨습니다.,0,0,0.12285500968424455,0.8771449903157554
베개를 제외하고는 모두 신식입니다.,1,0,0.27965570283645225,0.7203442971635478
"매우 좋고, 컴퓨터 사양도 좋습니다.",1,1,0.8524281664584814,0.1475718335415186
모든 것이 최신식이며 고데기도 있고 화장실도 깨끗하며 책상 의자도 좋습니다.,1,1,0.6081340747356443,0.3918659252643557
청결 상태가 우수하고 조용합니다.,1,0,0.40438348360352017,0.5956165163964798
전주 여행 갈 때마다 이용하는 곳입니다.,1,1,0.9771062241351274,0.022893775864872623
숙소가 깨끗하고 아늑합니다.,1,1,0.9246442064760781,0.07535579352392185
공기청정기에 먼지가 많으니 청소를 부탁드립니다.,0,0,0.03151909019645308,0.968480909803547
"또한, 화장실 휴지 비치 여부도 잘 확인해 주시길 바랍니다.",0,0,0.044088927421140414,0.9559110725788595
"모든 것이 좋았으나, 차를 두고 가기에는 택시가 잘 잡히지 않아 불편합니다.",0,0,0.2085260290289027,0.7914739709710973
이불에 구멍이 나 있었습니다.,0,0,0.10643092823575179,0.8935690717642482
19시 입실 가능으로 숙소에 여유롭게 20시에 도착했습니다.,0,0,0.40453219826222747,0.5954678017377726
다른 숙소들과 고민하다가 차별적으로 좋은 시설과 오픈한 지 얼마 안 된 점을 고려하여 비싼 가격에도 예약했습니다.,0,0,0.3522369998988585,0.6477630001011415
그러나 대실 마지막 시간까지 손님을 받아 입실이 늦어졌습니다.,0,0,0.2353209715850011,0.7646790284149989
"모텔 로비에서 한 시간을 대기하게 만들고 아무런 보상도 없었으며, 프런트 너머로 직원들끼리 욕설을 하며 청소하는 분을 험담하는 소리 등이 들려 좋지 않았습니다.",0,0,0.1284342845147169,0.8715657154852832
"단, 객실 컨디션이나 시설은 매우 좋습니다.",0,1,0.7924109657877698,0.20758903421223018
아늑했습니다.,1,1,0.8582570647169756,0.1417429352830244
담배 냄새가 났습니다.,0,0,0.004791777551486352,0.9952082224485137
깨끗하고 따뜻하게 잘 쉬었습니다.,1,1,0.9398853038767488,0.060114696123251155
가성비 좋고 친절합니다.,1,1,0.9893712906748983,0.010628709325101737
매우 친절하고 깔끔했습니다.,1,1,0.9964423583033342,0.0035576416966658364
좋았습니다.,1,1,0.9994828286592341,0.0005171713407658984
깔끔했습니다.,1,1,0.9966810187203441,0.003318981279655908
술을 마시고 소란을 피우는 사람 때문에 숙면이 불가능했습니다.,0,0,0.12058783530632777,0.8794121646936722
옆방 소음이 너무 심하여 숙면이 불가능했습니다.,0,0,0.025417751621464243,0.9745822483785358
"항상 잘 이용하고 있었는데, 이번 방문에는 침구류가 청결하지 못하고 드라이기 또한 너무 작은 것이 있어서 사용하기 불편했습니다.",0,0,0.219510461468798,0.7804895385312021
이름만 멀쩡하고 냄새가 납니다.,0,0,0.12551782935478545,0.8744821706452146
5번 정도 방문했는데 깔끔하고 다음에도 또 이용할 것입니다.,1,1,0.9102212187971144,0.08977878120288563
재미있게 잘 놀다 갑니다.,1,1,0.8673671299600068,0.13263287003999324
"방도 따뜻하고 위치도 한옥마을 안에 있어서 좋았고, 주차장도 따로 있어서 차를 가지고 가도 문제없이 잘 주차했습니다.",1,1,0.9244506331925035,0.07554936680749647
"사장님, 방을 매우 더럽게 사용하여 정말 죄송합니다.",0,0,0.14693977060748586,0.8530602293925141
따뜻한 물이 나오지 않아 아쉬웠습니다.,0,0,0.18233487025280673,0.8176651297471933
방음이 잘 안 되고 청소를 매우 요란하게 하며 옷걸이는 부서져서 없었습니다.,0,0,0.08503898211638748,0.9149610178836125
"이곳은 흡연실이 아닌데도 담배 냄새가 심하고, 특히 화장실 배정 방에서는 의자가 없어 여성분들이 화장하거나 머리 말릴 때 서서 해야 합니다.",0,0,0.018886703907116654,0.9811132960928833
바닥에 털이 있고 면도크림도 없었습니다.,0,0,0.1746496192189631,0.825350380781037
"연박임에도 일회용품, 수건, 물을 요청했더니 청소 중인 사람에게 받으라고 했으나 아무도 없었습니다.",0,0,0.06968189545968616,0.9303181045403138
"결국 일회용품이 없어 양치를 못 했고, 다음 날 전화로 요청했더니 엘리베이터로 가져다준다고 하여 옷을 입고 받으러 가야 했습니다.",0,0,0.13922408100289063,0.8607759189971094
심지어 프런트에 다시 갔더니 짜증을 내어 매우 불쾌했습니다.,0,0,0.12020289650635547,0.8797971034936445
하루 급하게 묵기 위해 방문했는데 괜찮았습니다.,0,1,0.7685776997124363,0.23142230028756372
그러나 욕실 문이 투명이라 좀 민망했습니다.,0,0,0.15304824043554627,0.8469517595644538
사장님도 친절하고 오랜 시간 머물 수 있어 좋았습니다.,1,1,0.9333080427428116,0.06669195725718835
잘 쉬다 갑니다.,1,0,0.36413477440585496,0.635865225594145
"수압이 약하며, 방은 사진과 같으나 호텔 같지 않은 느낌입니다.",0,0,0.07706853462674394,0.9229314653732561
출장으로 하루 묵기에 가격과 시설 모두 괜찮은 편입니다.,1,1,0.8705982151873239,0.12940178481267606
주말이라 6만원 정도였습니다.,0,1,0.5037306997296797,0.49626930027032035
한옥마을 및 야시장과 가까워 예약했습니다.,0,1,0.6255310304292312,0.3744689695707688
"주차장에 8대 정도 주차 가능해 보였으나, 늦은 시간에 도착하여 주변 길에 주차했습니다.",0,1,0.5236154165099643,0.47638458349003565
2층 건물이었고 1층에 묵었습니다.,0,0,0.4247114904689705,0.5752885095310295
전체적으로 세월의 흔적이 보이는 곳이었습니다.,0,0,0.27634242965225286,0.7236575703477471
"일회용품은 칫솔 2개, 면도기 1개, 폼클렌징 2개였고, 화장실에 샴푸, 린스, 바디워시가 통에 들어 있었습니다.",0,0,0.10114027534768848,0.8988597246523116
"비누와 샤워 타월도 화장실에 있었고, 냉장고에는 생수 한 병, 음료수 2캔, 수건은 4장 있었습니다.",0,0,0.0414803431974545,0.9585196568025455
전체적으로 오래되었고 엄청 깨끗하지는 않았습니다.,0,0,0.4582435640975377,0.5417564359024623
"베개 커버와 수건에 작은 오염 흔적이 있었고, 침대 시트에는 머리카락들이 조금 보였습니다.",0,0,0.017993617344375084,0.9820063826556249
